Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1566162000.0 136.722 NA 90 359 0 NA NA NA NA 166 726 0 NA NA NA NA 718 13497 1453 NA NA NA NA 1235 7977 2148 NA NA NA
1566162000.0 136.723 NA 89 343 0 NA NA NA NA 163 672 0 NA NA NA NA 758 12710 1379 NA NA NA NA 1222 6452 1671 NA NA NA
1566162000.0 136.724 NA 90 386 0 NA NA NA NA 166 734 0 NA NA NA NA 829 15466 1238 NA NA NA NA 967 8187 1514 NA NA NA
1566162000.0 136.726 NA 90 347 0 NA NA NA NA 159 685 0 NA NA NA NA 741 13935 1410 NA NA NA NA 989 6940 1869 NA NA NA
1566162000.0 136.729 NA 88 348 0 NA NA NA NA 164 699 0 NA NA NA NA 675 13066 1472 NA NA NA NA 1179 6877 2162 NA NA NA
1566162000.0 136.732 NA 87 331 0 NA NA NA NA 162 689 0 NA NA NA NA 759 10968 1214 NA NA NA NA 1180 7296 1539 NA NA NA
1566162000.0 136.733 NA 164 61 0 NA NA NA NA 290 128 0 NA NA NA NA 1353 265 325 NA NA NA NA 2902 591 1107 NA NA NA
1566162000.0 136.734 NA 87 343 0 NA NA NA NA 169 678 0 NA NA NA NA 1116 13686 1304 NA NA NA NA 1487 7006 1541 NA NA NA
1566162000.0 136.735 NA 89 287 0 NA NA NA NA 163 624 0 NA NA NA NA 1078 4674 1018 NA NA NA NA 1522 5301 1209 NA NA NA
1566162000.0 136.736 NA 88 354 0 NA NA NA NA 161 690 0 NA NA NA NA 1037 18637 1376 NA NA NA NA 2107 8426 2085 NA NA NA
1566162000.0 136.739 NA 87 372 0 NA NA NA NA 152 750 0 NA NA NA NA 1065 24718 1396 NA NA NA NA 2100 10199 1881 NA NA NA
1566162000.0 136.74 NA 88 381 0 NA NA NA NA 167 799 0 NA NA NA NA 1046 23083 1524 NA NA NA NA 2084 11936 2246 NA NA NA
1566162000.0 136.743 NA 88 381 0 NA NA NA NA 159 712 0 NA NA NA NA 858 19411 1387 NA NA NA NA 1153 8943 2016 NA NA NA
1566162000.0 136.746 NA 86 346 0 NA NA NA NA 157 695 0 NA NA NA NA 1188 21256 1579 NA NA NA NA 2297 11431 2116 NA NA NA
1566162000.0 136.754 NA 94 381 0 NA NA NA NA 175 693 0 NA NA NA NA 854 17731 1267 NA NA NA NA 1139 8978 1541 NA NA NA
1566162000.0 136.755 NA 88 380 0 NA NA NA NA 161 780 0 NA NA NA NA 1036 24779 1290 NA NA NA NA 2058 17387 1695 NA NA NA
1566162000.0 136.756 NA 88 341 0 NA NA NA NA 160 683 0 NA NA NA NA 706 14495 1515 NA NA NA NA 1301 7417 2290 NA NA NA
1566162000.0 136.761 NA 89 388 0 NA NA NA NA 169 745 0 NA NA NA NA 1093 35246 1530 NA NA NA NA 2080 21565 1865 NA NA NA
1566162000.0 136.7611 NA 176 0 NA NA NA NA NA 299 0 NA NA NA NA NA 7687 317 NA NA NA NA NA 9503 983 NA NA NA NA
1566162000.0 136.767 NA 89 343 0 NA NA NA NA 160 706 0 NA NA NA NA 988 22011 1533 NA NA NA NA 2060 16185 1875 NA NA NA
1566162000.0 136.769 NA 91 353 0 NA NA NA NA 161 711 0 NA NA NA NA 847 18535 1232 NA NA NA NA 1099 8418 1461 NA NA NA
1566162000.0 136.77 NA 88 372 0 NA NA NA NA 152 736 0 NA NA NA NA 995 20188 1410 NA NA NA NA 2062 9201 2204 NA NA NA
1566162000.0 136.772 NA 86 368 0 NA NA NA NA 161 728 0 NA NA NA NA 1024 23419 1320 NA NA NA NA 2081 11665 1719 NA NA NA
1566162000.0 136.7721 NA 172 0 NA NA NA NA NA 289 0 NA NA NA NA NA 7180 299 NA NA NA NA NA 9739 885 NA NA NA NA
1566162000.0 136.7722 NA 157 0 NA NA NA NA NA 264 0 NA NA NA NA NA 7879 230 NA NA NA NA NA 9840 632 NA NA NA NA
1566162000.0 136.774 NA 88 369 0 NA NA NA NA 170 690 0 NA NA NA NA 1101 19357 1365 NA NA NA NA 2297 8768 1609 NA NA NA
1566162000.0 136.775 NA 87 357 0 NA NA NA NA 163 706 0 NA NA NA NA 780 19072 1322 NA NA NA NA 1113 9053 1694 NA NA NA
1566162000.0 136.777 NA 87 380 0 NA NA NA NA 166 775 0 NA NA NA NA 813 21116 1227 NA NA NA NA 1092 9729 1414 NA NA NA
1566162000.0 136.779 NA 90 353 0 NA NA NA NA 171 674 0 NA NA NA NA 983 19247 1448 NA NA NA NA 1298 8862 2268 NA NA NA
1566162000.0 136.7801 NA 99 0 NA NA NA NA NA 173 0 NA NA NA NA NA 430 292 NA NA NA NA NA 1092 1436 NA NA NA NA
1566162000.0 136.7802 NA 67 0 NA NA NA NA NA 134 0 NA NA NA NA NA 313 174 NA NA NA NA NA 889 486 NA NA NA NA
1566162000.0 136.7803 NA 99 0 NA NA NA NA NA 187 0 NA NA NA NA NA 719 230 NA NA NA NA NA 1261 906 NA NA NA NA
1566162000.0 136.782 NA 107 403 0 NA NA NA NA 180 807 0 NA NA NA NA 1289 30839 1580 NA NA NA NA 2298 19144 2108 NA NA NA
1566162000.0 136.784 NA 107 422 0 NA NA NA NA 187 786 0 NA NA NA NA 995 29327 1535 NA NA NA NA 2080 18990 1970 NA NA NA
1566162000.0 136.7952 NA 183 0 NA NA NA NA NA 277 0 NA NA NA NA NA 3145 145 NA NA NA NA NA 2713 340 NA NA NA NA
1566162000.0 136.8 NA 108 430 0 NA NA NA NA 178 786 0 NA NA NA NA 1058 25821 1662 NA NA NA NA 2107 12965 1907 NA NA NA
1566162000.0 136.803 NA 109 349 0 NA NA NA NA 188 725 0 NA NA NA NA 1040 4326 1380 NA NA NA NA 1189 3603 1587 NA NA NA
1566162000.0 136.804 NA 108 408 0 NA NA NA NA 198 773 0 NA NA NA NA 1084 22086 1954 NA NA NA NA 2297 10095 2820 NA NA NA
1566162000.0 136.806 NA 110 410 0 NA NA NA NA 183 710 0 NA NA NA NA 1177 22359 1575 NA NA NA NA 2298 10315 1938 NA NA NA
1566162000.0 136.807 NA 107 446 0 NA NA NA NA 184 806 0 NA NA NA NA 1038 25712 1757 NA NA NA NA 2107 13483 2020 NA NA NA
1566162000.0 136.808 NA 109 441 0 NA NA NA NA 191 726 0 NA NA NA NA 1044 23830 1760 NA NA NA NA 2249 10535 2258 NA NA NA
1566162000.0 136.81 NA 109 414 0 NA NA NA NA 187 764 0 NA NA NA NA 1013 22468 1715 NA NA NA NA 2077 10108 2068 NA NA NA
