Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1566079200.0 134.806 NA 33 358 0 NA NA NA NA 103 724 0 NA NA NA NA 327 10131 1101 NA NA NA NA 556 4708 1320 NA NA NA
1566079200.0 134.807 NA 126 389 0 NA NA NA NA 225 780 0 NA NA NA NA 1630 9531 1062 NA NA NA NA 1320 4951 1136 NA NA NA
1566079200.0 134.808 NA 122 377 0 NA NA NA NA 218 760 0 NA NA NA NA 1558 9695 986 NA NA NA NA 1277 4835 1075 NA NA NA
1566079200.0 134.809 NA 35 336 0 NA NA NA NA 99 661 0 NA NA NA NA 340 8524 1000 NA NA NA NA 542 5723 2218 NA NA NA
1566079200.0 134.811 NA 36 342 0 NA NA NA NA 103 672 0 NA NA NA NA 330 8883 1000 NA NA NA NA 538 4175 1105 NA NA NA
1566079200.0 134.812 NA 27 308 0 NA NA NA NA 107 662 0 NA NA NA NA 288 5521 637 NA NA NA NA 401 3558 1056 NA NA NA
1566079200.0 134.813 NA 147 58 0 NA NA NA NA 277 127 0 NA NA NA NA 1266 370 356 NA NA NA NA 1484 703 754 NA NA NA
1566079200.0 134.902 NA 36 335 0 NA NA NA NA 102 648 0 NA NA NA NA 302 7054 980 NA NA NA NA 567 3664 1110 NA NA NA
1566079200.0 134.904 NA 37 335 0 NA NA NA NA 106 668 0 NA NA NA NA 329 7779 985 NA NA NA NA 439 3891 1156 NA NA NA
1566079200.0 134.905 NA 29 334 0 NA NA NA NA 102 649 0 NA NA NA NA 345 6560 991 NA NA NA NA 1036 3606 1204 NA NA NA
