Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1560848400.0 1333.0 NA 142 362 0 NA 607 671 0 NA 918 2641 780 NA 1981 3375 929
1560848400.0 1334.0 NA 151 363 0 NA 605 684 0 NA 759 2467 755 NA 788 2444 851
1560848400.0 1336.0 NA 154 375 0 NA 607 670 0 NA 1053 3124 892 NA 1242 2705 1268
1560848400.0 1338.0 NA 154 368 0 NA 561 689 0 NA 727 2994 763 NA 846 3922 854
1560848400.0 134.701 NA 36 346 0 NA 101 650 0 NA 291 4631 670 NA 317 2780 790
1560848400.0 134.703 NA 37 367 0 NA 103 683 0 NA 249 6164 628 NA 336 3124 756
1560848400.0 134.704 NA 42 344 0 NA 99 607 0 NA 259 6096 674 NA 370 3501 1014
1560848400.0 134.705 NA 46 361 0 NA 101 666 0 NA 346 8442 1014 NA 600 4434 1386
1560848400.0 134.801 NA 35 346 0 NA 105 645 0 NA 254 4637 596 NA 478 2841 731
1560848400.0 134.802 NA 41 351 0 NA 101 686 0 NA 303 9953 964 NA 389 5003 1177
1560848400.0 134.808 NA 145 401 0 NA 211 745 0 NA 1542 10605 982 NA 2089 4956 1090
1560848400.0 134.809 NA 38 351 0 NA 107 631 0 NA 347 9179 827 NA 520 4443 937
1560848400.0 134.812 NA 28 343 0 NA 97 663 0 NA 248 4657 787 NA 413 3467 1463
1560848400.0 134.901 NA 31 344 0 NA 100 673 0 NA 281 4492 700 NA 444 3326 976
1560848400.0 134.902 NA 38 356 0 NA 108 617 0 NA 248 5851 603 NA 342 4383 707
1560848400.0 134.903 NA 42 345 0 NA 109 740 0 NA 269 4957 610 NA 340 2719 770
1560848400.0 134.905 NA 43 347 0 NA 110 617 0 NA 348 7167 943 NA 642 4012 1268
1560848400.0 134.907 NA 111 383 0 NA 218 704 0 NA 1212 7924 997 NA 1878 3905 1203
1560848400.0 134.91 NA 32 346 0 NA 105 602 0 NA 272 5898 632 NA 399 4399 749
1560848400.0 134.912 NA 38 340 0 NA 106 656 0 NA 252 4208 646 NA 295 3576 762
1560848400.0 134.99601 NA 43 361 0 NA 107 595 0 NA 381 10889 958 NA 528 5161 1230
1560848400.0 134.99602 NA 35 347 0 NA 108 670 0 NA 279 4922 601 NA 350 3046 707
1560848400.0 134.99603 NA 36 354 0 NA 111 654 0 NA 335 8004 974 NA 453 4037 1208
1560848400.0 134.99901 NA 41 346 0 NA 109 657 0 NA 298 5157 601 NA 349 2880 713
1560848400.0 1341.0 NA 156 374 0 NA 560 690 0 NA 797 2354 891 NA 1328 2355 1005
1560848400.0 1344.0 NA 151 361 0 NA 604 634 0 NA 1047 3119 747 NA 2071 5236 891
1560848400.0 1347.0 NA 147 360 0 NA 606 676 0 NA 941 2725 743 NA 2127 3248 852
1560848400.0 1349.0 NA 151 359 0 NA 560 680 0 NA 802 2431 726 NA 896 2620 832
1560848400.0 135.13 328 0 NA NA 842 0 NA NA 1801 313 NA NA 1781 458 NA NA
1560848400.0 135.6 319 0 142 NA 851 0 232 NA 1765 254 804 NA 1589 366 998 NA
1560848400.0 135.8 145 NA NA NA 257 NA NA NA 496 NA NA NA 1004 NA NA NA
1560848400.0 1351.0 NA 147 360 0 NA 561 679 0 NA 894 2479 893 NA 1272 2958 1145
1560848400.0 1352.0 NA 147 359 0 NA 560 670 0 NA 1029 2999 710 NA 2078 4233 789
1560848400.0 1353.0 NA 152 351 0 NA 605 624 0 NA 616 3162 921 NA 759 3878 1135
1560848400.0 1355.0 NA 151 367 0 NA 562 656 0 NA 836 2843 818 NA 1449 3145 924
1560848400.0 136.721 NA 87 350 0 NA 162 668 0 NA 737 9518 1149 NA 2326 4297 1324
1560848400.0 136.722 NA 89 365 0 NA 163 693 0 NA 693 10850 1132 NA 1356 4638 1479
1560848400.0 136.723 NA 86 353 0 NA 163 599 0 NA 765 9719 1120 NA 1332 5819 1312
1560848400.0 136.724 NA 90 410 0 NA 163 728 0 NA 728 12033 955 NA 1218 5304 1074
1560848400.0 136.725 NA 89 429 0 NA 159 726 0 NA 706 10657 1103 NA 1008 4852 1304
1560848400.0 136.726 NA 90 360 0 NA 161 686 0 NA 785 11315 974 NA 1090 5212 1125
1560848400.0 136.727 NA 186 382 0 NA 291 739 0 NA 1752 11422 1127 NA 1864 4947 1347
1560848400.0 136.729 NA 89 361 0 NA 165 692 0 NA 649 10541 1189 NA 1229 5008 1497
1560848400.0 136.73 NA 87 417 0 NA 159 747 0 NA 796 10871 953 NA 1532 4688 1110
1560848400.0 136.731 NA 90 434 0 NA 164 815 0 NA 668 11253 1009 NA 1258 4752 1091
1560848400.0 136.732 NA 90 351 0 NA 167 668 0 NA 662 8095 955 NA 1077 3963 1066
1560848400.0 136.734 NA 89 358 0 NA 165 712 0 NA 943 10788 977 NA 1625 4757 1130
1560848400.0 136.735 NA 93 306 0 NA 169 631 0 NA 641 2330 656 NA 939 1912 917
1560848400.0 136.741 NA 96 376 0 NA 163 697 0 NA 823 18401 1023 NA 1077 10914 1246
1560848400.0 136.742 NA 98 370 0 NA 159 661 0 NA 739 16532 1050 NA 1077 7570 1238
1560848400.0 136.743 NA 89 403 0 NA 157 724 0 NA 640 11090 699 NA 1950 4447 836
1560848400.0 136.745 NA 89 361 0 NA 173 702 0 NA 743 11742 961 NA 1060 4808 1084
1560848400.0 136.746 NA 88 365 0 NA 164 724 0 NA 868 11841 789 NA 1528 4946 958
1560848400.0 136.747 NA 92 363 0 NA 165 635 0 NA 784 15676 1140 NA 1728 7104 1279
1560848400.0 136.754 NA 96 398 0 NA 174 701 0 NA 809 13487 978 NA 1873 5403 1102
1560848400.0 136.756 NA 90 350 0 NA 168 693 0 NA 773 12190 982 NA 1451 5770 1333
1560848400.0 136.757 NA 97 374 0 NA 165 715 0 NA 897 14721 1202 NA 1091 5805 1384
1560848400.0 136.758 NA 89 389 0 NA 167 725 0 NA 635 13445 892 NA 1926 5244 1254
1560848400.0 136.759 NA 88 390 0 NA 164 807 0 NA 796 16928 924 NA 1904 10878 2038
1560848400.0 136.76 NA 88 388 0 NA 166 744 0 NA 750 17038 842 NA 898 6272 1305
1560848400.0 136.761 NA 91 414 0 NA 158 760 0 NA 708 19348 781 NA 1565 6957 1047
1560848400.0 136.7611 NA 186 0 NA NA 310 0 NA NA 7329 187 NA NA 9388 436 NA
1560848400.0 136.762 NA 101 433 0 NA 170 801 0 NA 548 21210 753 NA 472 9132 923
1560848400.0 136.764 NA 97 380 0 NA 169 732 0 NA 749 23106 953 NA 1053 8905 1046
1560848400.0 136.765 NA 88 405 0 NA 160 733 0 NA 630 13647 711 NA 766 5284 818
1560848400.0 136.768 NA 89 372 0 NA 159 687 0 NA 888 16566 916 NA 1973 10637 1924
1560848400.0 136.769 NA 98 375 0 NA 172 714 0 NA 788 14186 1259 NA 1080 5604 2476
1560848400.0 136.771 NA 94 358 0 NA 162 724 0 NA 894 15273 1069 NA 1010 7086 1189
1560848400.0 136.772 NA 97 414 0 NA 170 799 0 NA 786 18131 859 NA 1078 7141 945
1560848400.0 136.7721 NA 183 0 NA NA 289 0 NA NA 6806 205 NA NA 9194 778 NA
1560848400.0 136.7722 NA 166 0 NA NA 261 0 NA NA 7055 191 NA NA 9123 718 NA
1560848400.0 136.773 NA 92 457 0 NA 164 747 0 NA 647 11999 770 NA 981 5188 877
1560848400.0 136.774 NA 98 380 0 NA 164 718 0 NA 826 16450 989 NA 1077 6673 1117
1560848400.0 136.775 NA 96 368 0 NA 162 723 0 NA 740 15191 1006 NA 743 6377 1213
1560848400.0 136.776 NA 96 387 0 NA 160 709 0 NA 739 13679 899 NA 704 5419 963
1560848400.0 136.778 NA 92 356 0 NA 159 642 0 NA 719 10579 953 NA 1118 4521 1091
1560848400.0 136.779 NA 90 360 0 NA 168 714 0 NA 939 11933 882 NA 1999 7672 1570
1560848400.0 136.7801 NA 105 0 NA NA 175 0 NA NA 442 272 NA NA 1408 641 NA
1560848400.0 136.7802 NA 74 0 NA NA 138 0 NA NA 373 147 NA NA 949 285 NA
1560848400.0 136.7803 NA 117 0 NA NA 180 0 NA NA 525 224 NA NA 1577 432 NA
1560848400.0 136.782 NA 111 428 0 NA 184 832 0 NA 664 16619 998 NA 528 6102 1337
1560848400.0 136.783 NA 107 475 0 NA 186 894 0 NA 697 20583 1001 NA 1217 7219 1300
1560848400.0 136.785 NA 111 436 0 NA 183 740 0 NA 596 18314 1076 NA 516 8970 1493
1560848400.0 136.787 NA 117 504 0 NA 186 763 0 NA 773 22845 1334 NA 1077 12462 1764
1560848400.0 136.788 NA 110 484 0 NA 188 890 0 NA 662 19110 797 NA 1584 6652 844
1560848400.0 136.79 NA 115 428 0 NA 188 795 0 NA 941 13629 1197 NA 1218 5975 1311
1560848400.0 136.791 NA 108 342 0 NA 177 660 0 NA 801 3246 900 NA 1351 5117 2015
1560848400.0 136.794 NA 109 443 0 NA 184 786 0 NA 701 12979 875 NA 946 5995 976
1560848400.0 136.7952 NA 189 0 NA NA 305 0 NA NA 3337 149 NA NA 2667 344 NA
1560848400.0 136.801 NA 117 417 0 NA 185 714 0 NA 590 12085 1227 NA 704 5117 1388
1560848400.0 136.803 NA 108 364 0 NA 190 751 0 NA 653 2984 759 NA 932 3232 850
1560848400.0 136.805 NA 109 448 0 NA 197 812 0 NA 707 14586 955 NA 1319 5226 1055
1560848400.0 136.807 NA 109 482 0 NA 182 870 0 NA 681 14103 1124 NA 1316 6036 1246
1560848400.0 136.808 NA 113 515 0 NA 183 881 0 NA 586 13710 899 NA 882 5590 966
1560848400.0 136.809 NA 111 431 0 NA 195 750 0 NA 662 14391 930 NA 662 5446 1016
1560848400.0 136.811 NA 117 505 0 NA 176 865 0 NA 768 18139 1345 NA 1077 6765 1680
1560848400.0 136.814 NA 111 432 0 NA 195 806 0 NA 829 13179 926 NA 1310 5029 1128
1560848400.0 136.815 NA 111 363 0 NA 198 623 0 NA 833 3935 1284 NA 2318 3764 1716
1560848400.0 136.816 NA 109 450 0 NA 190 821 0 NA 658 18933 984 NA 806 6666 1269
1560848400.0 136.817 NA 111 477 0 NA 187 857 0 NA 558 18875 901 NA 916 6535 1001
1560848400.0 136.819 NA 112 480 0 NA 193 862 0 NA 650 21370 962 NA 982 7183 1219
1560848400.0 136.82 NA 111 512 0 NA 196 899 0 NA 707 21110 919 NA 974 7265 1034
1560848400.0 136.821 NA 111 441 0 NA 181 780 0 NA 600 17816 906 NA 963 6607 1047
1560848400.0 136.822 NA 109 450 0 NA 182 803 0 NA 584 16126 882 NA 798 5845 943
1560848400.0 136.823 NA 110 508 0 NA 188 881 0 NA 668 16961 1022 NA 1017 6910 1116
1560848400.0 136.824 NA 115 484 0 NA 193 937 0 NA 551 21325 963 NA 525 7230 1244
1560848400.0 136.827 NA 115 360 0 NA 197 710 0 NA 808 4567 1043 NA 1580 4664 1147
1560848400.0 136.828 NA 111 454 0 NA 184 829 0 NA 702 20010 979 NA 911 6839 1248
1560848400.0 136.83 NA 113 456 0 NA 195 841 0 NA 812 20140 934 NA 940 7526 1093
1560848400.0 136.831 NA 110 516 0 NA 188 877 0 NA 628 21966 930 NA 993 7478 1096
1560848400.0 136.8311 NA 189 0 NA NA 300 0 NA NA 2303 148 NA NA 3085 340 NA
1560848400.0 136.832 NA 115 523 0 NA 183 928 0 NA 561 24974 1038 NA 516 8242 1331
1560848400.0 136.834 NA 112 452 0 NA 193 795 0 NA 674 20764 962 NA 932 6992 1172
1560848400.0 136.835 NA 108 512 0 NA 188 930 0 NA 667 18765 912 NA 826 6874 1009
1560848400.0 136.837 NA 113 449 0 NA 194 853 0 NA 649 16163 904 NA 905 5706 1022
1560848400.0 136.838 NA 111 442 0 NA 191 782 0 NA 688 20901 968 NA 953 6921 1265
1560848400.0 136.839 NA 119 356 0 NA 191 706 0 NA 669 4232 1154 NA 881 3279 1278
1560848400.0 136.84 NA 112 470 0 NA 199 816 0 NA 610 16100 1042 NA 1001 6365 1217
1560848400.0 136.841 NA 115 453 0 NA 200 878 0 NA 597 15792 1010 NA 887 5743 1281
1560848400.0 136.842 NA 110 489 0 NA 186 809 0 NA 649 21449 926 NA 888 7194 1067
1560848400.0 136.843 NA 114 494 0 NA 188 837 0 NA 548 26128 1044 NA 516 8784 1357
1560848400.0 136.848 NA 108 462 0 NA 189 836 0 NA 746 22171 946 NA 2018 7366 1133
1560848400.0 136.851 NA 270 467 0 NA 411 757 0 NA 3713 13919 1214 NA 3153 5641 1288
1560848400.0 136.8521 NA 189 0 NA NA 278 0 NA NA 2650 122 NA NA 2799 283 NA
1560848400.0 136.854 NA 252 482 0 NA 417 748 0 NA 3844 16553 1270 NA 2888 6793 1385
1560848400.0 136.855 NA 246 556 0 NA 405 842 0 NA 3389 14180 1493 NA 2759 5616 1670
1560848400.0 136.8561 NA 245 380 0 NA 384 695 0 NA 1785 2954 937 NA 2582 2646 1322
1560848400.0 136.857 NA 244 481 0 NA 398 783 0 NA 3481 14492 1291 NA 2762 5906 1555
1560848400.0 136.858 NA 246 379 0 NA 373 704 0 NA 2066 4385 1117 NA 2661 4584 1352
1560848400.0 136.861 NA 250 478 0 NA 414 813 0 NA 3581 18446 1295 NA 2833 6296 1439
1560848400.0 136.863 NA 260 482 0 NA 407 813 0 NA 4080 18702 1533 NA 2959 6611 1810
1560848400.0 136.867 NA 253 569 0 NA 437 892 0 NA 3965 17951 1667 NA 2967 6636 1766
1560848400.0 136.87 NA 231 372 0 NA 371 721 0 NA 2610 4239 1307 NA 5491 5423 2282
1560848400.0 136.871 NA 282 484 0 NA 451 845 0 NA 4913 26410 1408 NA 3287 9105 1523
1560848400.0 136.882 NA 241 431 0 NA 399 715 0 NA 2209 4415 1124 NA 2657 3027 1280
1560848400.0 1362.17 74 181 389 0 148 553 701 0 11174 1225 2756 1431 8147 1440 2559 1557
1560848400.0 1363.17 74 185 384 0 145 598 750 0 11091 1025 3007 1364 7779 896 3139 1514
1560848400.0 1363.18 69 273 425 0 141 676 736 0 7959 2194 2644 1948 6064 2614 2773 2126
1560848400.0 1364.0 NA 153 348 0 NA 560 674 0 NA 551 1900 610 NA 452 2099 824
1560848400.0 1365.0 NA 145 365 0 NA 516 662 0 NA 1336 2200 661 NA 1186 3355 907
1560848400.0 1366.0 NA 153 361 0 NA 607 675 0 NA 557 1918 564 NA 496 2237 667
1560848400.0 139901.0 NA 152 361 0 NA 562 658 0 NA 716 2335 666 NA 1028 3706 942
1560848400.0 13992502.0 NA 302 593 0 NA 578 931 0 NA 3745 5794 970 NA 3258 3666 1108
1560848400.0 14.0 NA 132 327 0 NA 559 643 0 NA 3366 5980 724 NA 3590 3825 816
1560848400.0 140.52 NA 271 228 0 NA 394 352 0 NA 2200 1599 382 NA 1470 1453 658
1560848400.0 140.53 NA 309 0 NA NA 456 0 NA NA 3222 385 NA NA 1687 490 NA
1560848400.0 140.56 NA 707 0 NA NA 1471 0 NA NA 19268 930 NA NA 13030 2072 NA
1560848400.0 144.6 NA 308 NA NA NA 646 NA NA NA 2532 NA NA NA 2081 NA NA
1560848400.0 16.0 NA 129 310 0 NA 603 658 0 NA 1741 2695 514 NA 960 2817 613
1560848400.0 17.0 NA 118 298 0 NA 603 636 0 NA 1990 2067 482 NA 1425 1838 775
1560848400.0 18.0 NA 117 287 0 NA 557 638 0 NA 2243 2398 567 NA 1669 2627 1164
1560848400.0 20034.0 NA 302 397 0 NA 463 669 0 NA 3576 3374 1045 NA 2881 2844 1234
1560848400.0 20034.1 NA 306 207 0 NA 412 275 0 NA 2604 1113 299 NA 1603 1144 633
1560848400.0 20034.11 NA 298 398 0 NA 471 683 0 NA 4018 3734 1034 NA 4018 3836 1274
1560848400.0 2017.6 407 0 143 NA 883 0 223 NA 1587 280 940 NA 2143 396 1460 NA
1560848400.0 2017.8 199 NA NA NA 316 NA NA NA 603 NA NA NA 1111 NA NA NA
1560848400.0 2018.11 408 0 137 NA 821 0 223 NA 2597 308 859 NA 2196 479 1120 NA
1560848400.0 2018.12 411 0 137 NA 839 0 225 NA 1373 442 651 NA 1203 856 1190 NA
1560848400.0 2018.6 405 0 131 NA 846 0 221 NA 1535 319 723 NA 1242 460 1573 NA
1560848400.0 2018.7 380 0 134 NA 884 0 232 NA 1470 303 586 NA 1542 441 1640 NA
1560848400.0 2018.8 189 NA NA NA 304 NA NA NA 530 NA NA NA 744 NA NA NA
1560848400.0 203.0 NA 187 374 0 NA 572 693 0 NA 990 2490 545 NA 1576 2326 1181
1560848400.0 250200.0 NA 331 436 0 NA 723 771 0 NA 13557 4035 667 NA 5351 3626 1046
1560848400.0 250200.1 99 322 251 NA 181 576 600 NA 3180 1979 3127 NA 2554 1102 2658 NA
1560848400.0 250200.117 70 374 303 NA 146 619 608 NA 3442 2391 3097 NA 3025 1437 2592 NA
1560848400.0 250200.17 NA 396 483 0 NA 787 787 0 NA 13975 5039 1031 NA 5359 3155 1449
1560848400.0 250202.17 NA 402 518 0 NA 775 866 0 NA 15106 4382 1020 NA 6069 2905 1281
1560848400.0 250203.0 NA 337 445 0 NA 722 766 0 NA 12808 2859 613 NA 5163 2091 850
1560848400.0 250203.17 NA 398 471 0 NA 775 801 0 NA 13205 3403 932 NA 5216 2621 1061
1560848400.0 250204.0 NA 335 443 0 NA 672 779 0 NA 11813 3260 601 NA 6002 2439 757
1560848400.0 250204.17 NA 395 485 0 NA 774 835 0 NA 12205 3733 1020 NA 6227 2753 1723
1560848400.0 250205.0 NA 329 446 0 NA 621 742 0 NA 14051 4398 591 NA 5423 3438 812
1560848400.0 250206.0 NA 345 434 0 NA 724 787 0 NA 11563 3460 599 NA 4442 2440 705
1560848400.0 250206.17 NA 384 494 0 NA 775 819 0 NA 12702 3537 936 NA 6291 2617 1084
1560848400.0 250207.0 NA 340 427 0 NA 672 693 0 NA 13050 3920 647 NA 5377 3476 938
1560848400.0 250207.17 NA 384 465 0 NA 722 837 0 NA 15084 3183 975 NA 5690 2660 1261
1560848400.0 250399.0 219 NA NA NA 577 NA NA NA 1217 NA NA NA 1626 NA NA NA
1560848400.0 250400.0 373 0 126 NA 846 0 237 NA 2437 352 982 NA 4366 689 2144 NA
1560848400.0 250400.18 469 0 141 NA 890 0 235 NA 1897 550 663 NA 1454 962 1649 NA
1560848400.0 250402.17 443 0 146 NA 888 0 238 NA 2136 362 740 NA 2068 657 1566 NA
1560848400.0 250405.0 386 0 140 NA 843 0 238 NA 1737 298 618 NA 2461 558 708 NA
1560848400.0 250405.18 465 0 130 NA 826 0 232 NA 2255 260 722 NA 2217 316 1495 NA
1560848400.0 250406.0 381 0 137 NA 799 0 234 NA 1588 259 638 NA 2111 397 1684 NA
1560848400.0 250406.17 444 0 139 NA 887 0 231 NA 1587 261 660 NA 1435 356 1588 NA
1560848400.0 250406.18 456 0 147 NA 888 0 237 NA 1718 380 585 NA 1512 914 649 NA
1560848400.0 250408.18 467 0 136 NA 890 0 241 NA 1891 267 731 NA 1566 329 1239 NA
1560848400.0 250409.18 469 0 142 NA 826 0 242 NA 3483 268 936 NA 2814 353 1555 NA
1560848400.0 25200.0 NA 355 573 0 NA 622 893 0 NA 3245 5827 751 NA 1414 3836 857
1560848400.0 25203.0 NA 326 558 0 NA 622 820 0 NA 4118 5066 930 NA 2343 3579 1045
1560848400.0 25406.0 510 0 143 NA 893 0 232 NA 2815 250 684 NA 2335 318 1196 NA
1560848400.0 25407.0 443 0 135 NA 801 0 233 NA 3071 261 681 NA 1852 388 1221 NA
1560848400.0 27.0 NA 149 311 0 NA 602 672 0 NA 2013 2881 567 NA 1390 2478 695
1560848400.0 27434.21 NA 291 239 168 NA 439 566 258 NA 3502 2024 1244 NA 3883 1790 1551
1560848400.0 29034.0 90 274 375 0 161 433 679 0 7637 2563 3663 517 3944 2526 3020 1031
1560848400.0 29434.0 87 297 394 0 155 488 671 0 5975 2688 3258 802 3542 2033 2729 1469
1560848400.0 3.0 88 113 245 NA 199 584 488 NA 6720 645 2025 NA 3989 572 1888 NA
1560848400.0 31.0 NA 142 313 0 NA 557 668 0 NA 2121 2972 559 NA 1340 2883 685
1560848400.0 32.0 NA 140 317 0 NA 558 669 0 NA 2287 3035 521 NA 1040 2373 771
1560848400.0 35.0 NA 144 318 0 NA 603 679 0 NA 2718 3821 518 NA 1800 3061 611
1560848400.0 37.0 NA 139 323 0 NA 602 687 0 NA 3051 5958 778 NA 2968 3161 1032
1560848400.0 39.0 NA 139 320 0 NA 558 668 0 NA 3762 8961 871 NA 2588 4673 1467
1560848400.0 4.23 NA 63 323 0 NA 128 589 0 NA 395 3497 817 NA 801 2539 1058
1560848400.0 4.24 NA 54 321 0 NA 118 654 0 NA 363 2933 676 NA 609 2027 791
1560848400.0 4.25 NA 54 318 0 NA 116 622 0 NA 336 3458 665 NA 509 2751 773
1560848400.0 4.26 NA 52 329 0 NA 112 659 0 NA 356 3676 733 NA 750 2931 848
1560848400.0 4.28 NA 63 314 0 NA 130 613 0 NA 418 4446 3253 NA 1207 6798 4037
1560848400.0 4.34 NA 64 332 0 NA 127 649 0 NA 496 3506 782 NA 949 3644 1045
1560848400.0 4.36 NA 56 325 0 NA 125 665 0 NA 354 3656 613 NA 689 2690 728
1560848400.0 4.37 NA 58 328 0 NA 115 642 0 NA 328 3956 699 NA 546 2456 966
1560848400.0 4.4 NA 34 329 0 NA 94 631 0 NA 268 5246 683 NA 510 4047 905
